id,authors,year_of_publication,title,abstract,abbreviation,journal_name,journal_volume,journal_issue,pages,created_at,updated_at      
1200,"?avikin K., Zduni? G., Jankovi? T., Tasi? S., Menkovi? N., Stevi? T., ?or?evi? B.",2009,Phenolic Content and Radical Scavenging Capacity of Berries and Related Jams from Certificated Area in Serbia,"Chemical composition and the effects of domestic processing and storage were studied in organically cultivated or wild growing berries, harvested in certificated area in Serbia. The total phenolics content in fresh berries ranged from 380 to 1660 mg GAE/100 g. The phenolic content decreased during the processing to jams, and storage in almost all samples, except in black currant. Among fresh berries, the highest amount of total anthocyanins was found in bilberry (0.61 ± 0.03 %). Processing and storage caused decrease in anthocyanin content. The most ubiquitous anthocyanin aglycone was found to be cyanidin. Ellagic acid was detected in fresh and frozen black raspberries and related jams, and its content increases during thermal processing to jam. Among fresh berries, bilberry showed the strongest DPPH radical scavenging activity with an IC50 value of 0.82 mg/ml. However, frozen as well as processed berries in our study still showed comparable high values of radical scavenging activity. After 9 months of storage all investigated jams were microbiologicaly correct. Regardless of the losses in the amount of total phenolics, total anthocyanins and radical scavenging activity, frozen berries and related jams are still excellent sources of nutritional substances with antioxidant potential.
",SAVIKIN 2009,Plant Foods Human Nutrition,64,3,212-217,2015-04-13 21:45:30 UTC,2015-04-14 13:50:05 UTC      
15,"Schieber, A. Keller, P. Carle, R.",2001,Determination of phenolic acids and flavonoids of apple and pear by high-performance liquid chromatography,"A new HPLC stationary phase has been applied to the analysis of phenolic acids and flavonoids with diode array and mass spectrometric detection. The separation of 26 standard compounds was achieved within 1 h. The stationary phase displayed excellent resolution especially of flavonol glycosides. The analytical system has been used for the determination of phenolic compounds in apple pomace and apple juice, and in extracts of pear fruits of different cultivars. Apple pomace was found to be a promising source of phenolics. However, yields are affected by the drying conditions applied. Furthermore, the applicability of the analytical system for the authenticity control of apple and pear juice was demonstrated by determination of characteristic quercetin and isorhamnetin glycosides, and dihydrochalcones, respectively. Since isorhamnetin-3-glucoside was present in all pear cultivars investigated, the usefulness of arbutin as a specific marker of pear products appears to be doubtful.",SCHIEBER 2001,Journal of Chromatography A,910,2,265-73,2002-07-08 00:00:00 UTC,2015-04-14 13:50:06 UTC    
860,Schieberle P.,1996,Odour-active compounds in moderately roasted sesame,"Aroma extract dilution analysis (AEDA) of an extract prepared from moderately roasted sesame (180 °C; 10 min) revealed 41 odour-active volatiles, 31 of which could be identified by comparison of their mass spectra, retention indices, odour quality and odour threshold with reference compounds. Of the 18 aroma compounds showing very high Flavour Dilution factors in the range of 128–2048, 10 compounds [2-furfurylthiol, 2-phenylethylthiol, 2-methoxyphenol, 4-hydroxy-2,5-dimethyl-3(2H)-furanone, 2-pentylpyridine, 2-ethyl-3,5-dimethylpyrazine, acetylpyrazine, (E,E)-2,4-decadienal, 2-acetyl-1-pyrroline and 4-vinyl-2-methoxy-phenol] were quantified by means of stable isotope dilution assays and their odour activity values (OAV; ratio of concentration to odour threshold) were calculated. On the basis of high OAVs in oil, especially 2-acetyl-1-pyrroline (roasty), 2-furfurylthiol (coffee-like), 2-phenylethylthiol (rubbery) and 4-hydroxy-2,5-dimethyl-3(2H)-furanone (caramel-like) were elucidated as important contributors to the overall roasty, sulphury odour of the crushed sesame material.
",SCHIEBERLE 1996,Food Chemistry,55,2,145-152,2015-04-13 21:45:28 UTC,2015-04-13 21:45:28 UTC      
1259,"Schmidt B.M., Erdman J.W., Lila M.A.",2005,Effects of food processing on blueberry antiproliferation and antioxidant activity,"Cultivated highbush (Vaccinium corymbosum L.) and wild lowbush (Vaccinium angustifolium Ait.) blueberries are excellent sources of phytochemicals that are believed to have significant biological activity. The objective of this study was to determine whether incorporation of blueberries into food products affects their phenolic content or antioxidant and antiproliferation activity. Several blueberry fruit‐containing products including fresh, individually quick frozen (IQF), freeze‐dried, spray‐dried, heat‐dried, cooked, juice concentrate, pie filling, and jam were fractionated to remove sugars and isolate groups of phytochemicals based on solubility. The fractions were analyzed for total phenolics and assayed for ferric reducing antioxidant power (FRAP) antioxidant activity, 2,2‐diphenyl‐1‐picrylhydrazyl (DPPH) radical scavenging activity, and hepa‐1c1c7 antiproliferative activities. For both cultivated and wild berries, fresh and IQF berries had the highest total phenols, antioxidant activity, and antiproliferation activity. Whole freeze‐dried wild blueberries also retained significant antiproliferative activity in 2 fractions eluted with acetone (fraction 4, 4% of control cell growth at 20 (μg/mL) and 50% aqueous acetone (fraction 5, 69% of control cell growth at 20 (μg/mL) and ranked close to the activities recorded for fresh (30% of control cell growth at 20 (μg/mL for fraction 5) and IQF whole fruit (27% of control cell growth at 20 (μg/mL for fraction 5). Products that were heat‐processed retained most of the antioxidant activity and total phenolics found in unprocessed whole fruit. However, the heat‐treated products lacked or had diminished antiproliferation activity, suggesting that although products may be high in phenolic compounds and antioxidant activity, some forms of bioactivity may be compromised by harsh processing methods.
",SCHMIDT 2005,Journal of Food Science,70,6,S389-S394,2012-12-01 22:21:08 UTC,2015-04-13 21:45:31 UTC      
591,"Schrader K., Kiehne A., Engelhardt U.H., Maier H.G.",1996,Determination of chlorogenic acids with lactones in coffee,"An HPLC method has been developed which allowed the determination of mono- and dicaffeoylquinic acids (CQA and di-CQA), corresponding lactones (CQL) and feruloylquinic acids (FQA) in roasted coffee within one chromatographic run. The elution order was verified by isolation of the individual compounds by preparative HPLC, chromatography of the fractions on the analytical HPLC system, NMR spectroscopy and thermospray LC-MS. At least 15 additional minor compounds had the spectra of hydroxycinnamic acids, some of them only occurring in roasted coffee. Caffeoyltryptophan, which has been identified some time ago by another working group could also be separated with this system. The average contents in commercial roasted coffee samples (n=12) were: 3-CQA, 5·0 g kg−1; 4-CQA, 6·2 g kg−1; 5-CQA, 11·4 g kg−1; 4-FQA, 0·7 g kg−1; 5-FQA, 1·4 g kg−1; 3-CQL, 2·1 g kg−1; 4-CQL, 1·0 g kg−1; 3,4-di-CQA, 0·7 g kg−1; 3,5-di-CQA, 0·4 g kg−1 and 4,5-di-CQA, 0·8 g kg−1 dry matter. There were only small differences between the different brands. Two series of samples with different degrees of roast produced from the same green coffee have also been analysed. One series was steam treated before roasting (a process which is commercially used to improve digestibility). Only in the initial stages of roasting (light roast) could a difference in the contents of the acids between both series be observed. Keeping coffee brews at an elevated temperature (4 h at 80°C) reduced the amounts of CQL to 60% of the initial value. The contents of 3-CQA and 4-CQA increased, whilst that of 5-CQA decreased. The overall contents of CQA decreased.

",SCHRADER 1996,Journal of the Science of Food and Agriculture,71,,392-398,2015-04-13 21:45:26 UTC,2015-04-14 13:50:07 UTC      
427,"Schuetz K., Kammerer D., Carle R., Schieber A.",2004,"Identification and quantification of caffeoylquinic acids and flavonoids from artichoke (Cynara scolymus L.) heads, juice, and pomace by HPLC-DAD-ESI/MSn","A method for the identification and quantification of phenolic compounds from artichoke (Cynara scolymus L.) heads, juice, and pomace by HPLC with diode array and mass spectrometric detection was developed. Among the 22 major compounds, 11 caffeoylquinic acids and 8 flavonoids were detected. Quantification of individual compounds was carried out by external calibration. Apigenin 7-O-glucuronide was found to be the major flavonoid in all samples investigated. 1,5-Di-O-caffeoylquinic acid represented the major hydroxycinnamic acid, with 3890 mg/kg in artichoke heads and 3269 mg/kg in the pomace, whereas in the juice 1,3-di-O-caffeoylquinic acid (cynarin) was predominant, due to the isomerization during processing. Total phenolic contents of approximately 12 g/kg on a dry matter basis revealed that artichoke pomace is a promising source of phenolic compounds that might be recovered and used as natural antioxidants or functional food ingredients.",SCHUETZ 2004,Journal of Agricultural and Food Chemistry,52,13,4090-4096,2006-11-07 09:41:34 UTC,2015-04-13 21:45:25 UTC      
84,"Schuster B., Herrmann K.",1985,Hydroxybenzoic and hydroxycinnamic acid derivatives in soft fruits,"Quinic acid and glucose esters of hydroxycinnamic acids and glucosides of hydroxycinnamic and hydroxybenzoic acids have been determined by capillary GC and HPLC in soft fruits. The results confirm the wide distribution of these compounds in fruit tissues.
",SCHUSTER 1985,Phytochemistry,24,11,2761-2764,2003-12-05 10:41:49 UTC,2015-04-13 21:45:23 UTC      
888,"Schwartz H., Sontag G.",2009,Comparison of sample preparation methods for analysis of isoflavones in foodstuffs,"Due to the lack of one universally applicable and commonly used reference method, sample preparation in isoflavone (IF) analysis has been performed by many different methods which renders comparison and quality assessment of published IF contents in foodstuffs difficult. In the present work, the impact of different experimental parameters on the IF concentrations determined in soybeans, tofu, soy drink and textured vegetable protein by different extraction and hydrolysis methods was assessed and IF contents obtained by optimized orthogonal methods were compared. Chromatographic analysis was performed by HPLC-UV-ESI-MS. If possible sources of error - which are also pointed out in this work - are avoided, IF contents obtained by extraction, acid-, base- and enzymatic hydrolysis are similar. However, these sample preparation methods differ in the amount of time, standard compounds and instruments required, ruggedness, and in their applicability to analysis of complex composite samples containing soy as minor ingredient. Enzymatic hydrolysis with Helix pomatia juice after extraction by sonication with first 50, then 80% aqueous acetonitrile in the presence of zinc sulfate heptahydrate and after adjustment to </=10% organic solvent turned out to be the method of choice if only aglucone equivalent contents are required. The advantages of this method are short chromatographic run times, smallest danger of coelution, lowest achievable limits of quantitation and therefore best suitability for work-up of complex composite samples and that only aglucone standards are needed for quantitation.",SCHWARTZ 2009,Analytica Chimica Acta,633,2,204-15,2009-07-07 16:51:41 UTC,2015-04-14 13:50:08 UTC      
349,"Schwarz M., Quast P., Baer D.v., Winterhalter P.",2003,Vitisin A content in Chilean wines from Vitis vinifera cv. Cabernet Sauvignon and contribution to the color of aged red wines,"Vitisin A was prepared from malvidin 3-glucoside and pyruvic acid in model wine medium, isolated by countercurrent chromatography, and purified by preparative high-performance liquid chromatography (HPLC). The synthesized compound was used as a reference standard to quantify vitisin A in Chilean wines from Vitis vinifera cv. Cabernet Sauvignon, including a vertical row of wines from the same vineyard over 16 years. Maximum vitisin A content was reached within the first year of storage. Importantly, up to half of the initial amount of vitisin A in young wines was still present in 15 year old wines. Although vitisin A was found to be much more stable as compared to other monomeric C-4 underivatized anthocyanins, it also slowly degrades after reaching its peak concentration. The ""color activity concept"" was applied to vitisin A, malvidin 3-glucoside, malvidin 3-(6' '-acetylglucoside), and polymeric pigments isolated by countercurrent chromatography in order to estimate their contribution toward the overall color expression of wines. It was found that vitisin A is only a minor contributor to the visually perceived color of aged red wines (color contribution approximately 5%). The major contributor is the polymeric fraction (color contribution approximately 70-90%).",SCHWARZ 2003,Journal of Agricultural and Food Chemistry,51,21,6261-6267,2015-04-13 21:45:25 UTC,2015-04-14 13:50:08 UTC      
350,"Schwarz M., Hofmann G., Winterhalter P.",2004,Investigations on anthocyanins in wines from Vitis vinifera cv. Pinotage: factors influencing the formation of pinotin A and its correlation with wine age,"Pinotage red wines were found to contain a reaction product of malvidin 3-glucoside and caffeic acid, the so-called pinotin A. A total of 50 Pinotage wines from the vintages 1996-2002 were analyzed for the content of pinotin A, malvidin 3-glucoside, caffeic acid, and caftaric acid. Statistical analyses were performed to reveal variations in the content of these compounds and to determine the factors that influence pinotin A formation during wine aging. An exponential increase of the concentration of this aging product was observed with prolonged storage time. The most rapid synthesis of pinotin A was observed in 2.5-4 year old wines, although at this age malvidin 3-glucoside is already degraded to a large extent. This phenomenon is explained by the increased ratio of caffeic acid/malvidin 3-glucoside, which strongly favors the formation of pinotin A and makes side reactions less likely. Pinotin A formation proceeds as long as a certain level of malvidin 3-glucoside is maintained in the wines. In wines >5-6 years old degradation or polymerization of pinotin A finally exceeds the rate of its de novo synthesis.",SCHWARZ 2004,Journal of Agricultural and Food Chemistry,52,3,498-504,2015-04-13 21:45:25 UTC,2015-04-14 13:50:09 UTC      
915,"Seeram N.P., Lee R., Heber D.",2004,Bioavailability of ellagic acid in human plasma after consumption of ellagitannins from pomegranate (Punica granatum L.) juice,"Background: Ellagic acid (EA) and hydrolyzable ellagitannins (ETs) are dietary polyphenols found in fruits and nuts and implicated with potent antioxidant, anticancer and antiatherosclerotic biological properties. Unfortunately, there are no reports on the bioavailability studies of EA or ETs in the human body. We conducted in vivo studies whereby a human subject consumed pomegranate juice (PJ) (180 ml) containing EA (25 mg) and ETs (318 mg, as punicalagins, the major fruit ellagitannin). Methods: A rapid plasma extraction procedure utilizing acidic precipitation of proteins, followed by HPLC-UV analyses, was employed. Results: EA was detected in human plasma at a maximum concentration (31.9 ng/ml) after 1 h post-ingestion but was rapidly eliminated by 4 h. The calibration curve for quantification of EA was linear (r2 = 0.9975) over the concentration range from 1000 to 15.6 ng/ml. Conclusions: Since EA has reportedly strong affinity for proteins and poor absorption in small animals, further studies to investigate whether the presence of free EA in human plasma may be due to its release from the hydrolysis of ETs, facilitated by physiological pH and/or gut microflora action, is warranted. EA can be considered as a biomarker for future human bioavailability studies involving consumption of ETs from food sources.",SEERAM 2004,Clinica Chimica Acta,348,2025-02-01 00:00:00,63-68,2015-04-13 21:45:28 UTC,2015-04-14 13:50:09 UTC      
653,"Seeram N.P., Zhang Y., Henning S.M., Lee R., Niu Y., Lin G., Heber D.",2006,Pistachio skin phenolics are destroyed by bleaching resulting in reduced antioxidative capacities,"Pistachio shells split naturally prior to maturity leading to their unique crack-shell form. Within 24 h of harvest, hull-trapped moisture may cause shell staining. The illegal process of bleaching has been used to restore a desirable white color to pistachio shells. It is not known whether bleaching adversely affects phytochemical levels in pistachios. Therefore, we identified for the first time multiple pistachio skin phenolics as quercetin (14.9 microg/g), luteolin (10.0 microg/g), eriodictyol (10.2 microg/g), rutin (1.6 microg/g), naringenin (1.2 microg/g), apigenin (0.2 microg/g), and the anthocyanins, cyanidin-3-galactoside (696 microg/g) and cyanidin-3-glucoside (209 microg/g). We investigated the effects of bleaching (0.1-50% hydrogen peroxide) on phenolic levels and antioxidative capacities in raw and roasted nuts. Because of their flavylium cation structures, anthocyanins were the most sensitive to bleaching. Bleaching decreased total anthocyanin levels [mug/g of skins (% hydrogen peroxide)]: 905 and 549 (0%); 653 and 145 (0.1%); 111 and 18.4 (5%); 6.1 and 3.2 (25%); 0 and 0 (50%) for raw and roasted nuts, respectively. Bleaching also reduced antioxidative capacity [microM/g of Trolox (% hydrogen peroxide)]: 945 and 725 (0%); 940 and 472 (0.1%); 930 and 455 (5%); 433 and 370 (25%); 189 and 173 (50%), for raw and roasted nuts, respectively. Raw nuts preserved phenolic levels and antioxidant capacity better than roasted nuts, suggesting contributing effects of other substances and/or matrix effects that are destroyed by the roasting process. The destruction of bioactive phenolics in pistachio skins may negatively impact the potential health benefits arising from pistachio consumption.",SEERAM 2006_01,Journal of Agricultural and Food Chemistry,54,19,7036-7040,2007-02-10 09:11:08 UTC,2015-04-14 13:50:09 UTC      
914,"Seeram N.P., Henning S.M., Zhang Y., Suchard M., Li Z., Heber D.",2006,Pomegranate juice ellagitannin metabolites are present in human plasma and some persist in urine for up to 48 hours,"Ellagitannins (ETs) from pomegranate juice (PJ) are reported to have numerous biological properties, but their absorption and metabolism in humans are poorly understood. To investigate the pharmacokinetics of pomegranate ETs, 18 healthy volunteers were given 180 mL of PJ concentrate, and blood samples were obtained for 6 h afterwards. Twenty-four-hour urine collections were obtained on the day before (-1), the day of (0), and the day after (+1) the study. Ellagic acid (EA) was detected in plasma of all subjects with a maximum concentration of 0.06 +/- 0.01 micromol/L, area under concentration time curve of 0.17 +/- 0.02 (micromol x h) x L(-1), time of maximum concentration of 0.98 +/- 0.06 h, and elimination half-life of 0.71 +/- 0.08 h. EA metabolites, including dimethylellagic acid glucuronide (DMEAG) and hydroxy-6H-benzopyran-6-one derivatives (urolithins), were also detected in plasma and urine in conjugated and free forms. DMEAG was found in the urine obtained from 15 of 18 subjects on d 0, but was not detected on d -1 or +1, demonstrating its potential as a biomarker of intake. Urolithin A-glucuronide was found in urine samples from 11 subjects on d 0 and in the urine from 16 subjects on d +1. Urolithin B-glucuronide was found in the urine of 3 subjects on d 0 and in the urine of 5 subjects on d +1. Urolithins, formed by intestinal bacteria, may contribute to the biological effects of PJ as they may persist in plasma and tissues and account for some of the health benefits noted after chronic PJ consumption. Whether genetic polymorphisms in EA-metabolizing enzymes (e.g., catechol-O-methyl transferase and glucuronosyl transferase) are related to variations in response to PJ remains to be established.",SEERAM 2006_02,J Nutr,136,10,2481-2485,2015-04-13 21:45:28 UTC,2015-04-14 13:50:10 UTC      
950,"Seeram N.P., Aronson W.J., Zhang Y., Henning S.M., Moro A., Lee R.P., Sartippour M., Harris D.M., Rettig M., Suchard M.A., Pantuck A.J., Belldegrun A., Heber D.",2007,Pomegranate ellagitannin-derived metabolites inhibit prostate cancer growth and localize to the mouse prostate gland,"Our group has shown in a phase II clinical trial that pomegranate juice (PJ) increases prostate specific antigen (PSA) doubling time in prostate cancer (CaP) patients with a rising PSA. Ellagitannins (ETs) are the most abundant polyphenols present in PJ and contribute greatly towards its reported biological properties. On consumption, ETs hydrolyze to release ellagic acid (EA), which is then converted by gut microflora to 3,8-dihydroxy-6H-dibenzo[b, d]pyran-6-one (urolithin A, UA) derivatives. Despite the accumulating knowledge of ET metabolism in animals and humans, there is no available data on the pharmacokinetics and tissue disposition of urolithins. Using a standardized ET-enriched pomegranate extract (PE), we sought to further define the metabolism and tissue distribution of ET metabolites. PE and UA (synthesized in our laboratory) were administered to C57BL/6 wild-type male mice, and metabolite levels in plasma and tissues were determined over 24 h. ET metabolites were concentrated at higher levels in mouse prostate, colon, and intestinal tissues as compared to other tissues after administration of PE or UA. We also evaluated the effects of PE on CaP growth in severe combined immunodeficient (SCID) mice injected subcutaneously with human CaP cells (LAPC-4). PE significantly inhibited LAPC-4 xenograft growth in SCID mice as compared to vehicle control. Finally, EA and several synthesized urolithins were shown to inhibit the growth of human CaP cells in vitro. The chemopreventive potential of pomegranate ETs and localization of their bioactive metabolites in mouse prostate tissue suggest that pomegranate may play a role in CaP treatment and chemoprevention. This warrants future human tissue bioavailability studies and further clinical studies in men with CaP.",SEERAM 2007,J Agric Food Chem,55,19,7732-7,2015-04-13 21:45:29 UTC,2015-04-14 13:50:10 UTC      
916,"Seeram N.P., Zhang Y., McKeever R., Henning S.M., Lee R.P., Suchard M.A., Li Z., Chen S., Thames G., Zerlin A., Nguyen M., Wang D., Dreher M., Heber D.",2008,Pomegranate juice and extracts provide similar levels of plasma and urinary ellagitannin metabolites in human subjects,"Pomegranate juice (PJ), a rich source of polyphenols including ellagitannins, has attracted much attention due to its reported health benefits. This has resulted in the consumption of liquid and powder pomegranate extracts as alternatives to PJ. Therefore establishing the bioavailability of polyphenols from these extract preparations is necessary. Sixteen healthy volunteers sequentially consumed, with a 1-week washout period between treatments, PJ (8 ounces, Wonderful fruit variety), a pomegranate polyphenol liquid extract (POMxl, 8 ounces), and a pomegranate polyphenol powder extract (POMxp, 1,000 mg). The three interventions provided 857, 776, and 755 mg of polyphenols as gallic acid equivalents, respectively. Plasma bioavailability, judged based on ellagic acid levels over a 6-hour period, did not show statistical differences in area under the curve for the three interventions: 0.14 +/- 0.05, 0.11 +/- 0.03, and 0.11 +/- 0.04 micromol . hour/L for PJ, POMxl, and POMxp, respectively. The time of maximum concentration was delayed for POMxp (2.58 +/- 0.42 hours) compared to PJ (0.65 +/- 0.23 hours) and POMxl (0.94 +/- 0.06 hours). Urolithin-A glucuronide, a urinary metabolite of ellagic acid, was not significantly different with the three interventions, reaching levels of approximately 1,000 ng/mL. This study demonstrates that ellagitannin metabolites, delivered from pomegranate fruits, as PJ, POMxl, and POMxp, reach equivalent levels with a delay in time of maximum concentration of POMxp compared to PJ and POMxl.",SEERAM 2008,J Med Food,11,2,390-394,2015-04-13 21:45:28 UTC,2015-04-14 13:50:10 UTC      
369,"Selinheimo E., Kruus K., Buchert J., Hopia A., Autio K.",2006,"Effects of laccase, xylanase and their combination on the rheological properties of wheat doughs","The effects of Trametes hirsuta laccase alone and in combination with Aspergillus oryzae and Bacillus subtilis xylanases on dough extensibility were studied using the Kieffer test to determine the dough extensibility (Ex) and the resistance to stretching (Rmax). Laccase treatment resulted in dough hardening: the Rmax of dough increased and the Ex at Rmax decreased as a function of dosage (5–50 nkat/g flour). Xylanases softened flour and gluten doughs. Hardening by laccases and softening by xylanases was weaker in gluten doughs. Dough hardening, observed in the laccase treatments, decreased as a function of dough resting time. The softening effect occurred especially at higher laccase dosages (≈50 nkat/g flour). The softening phenomenon was related to the laccase-mediated depolymerization of the cross-linked AX network. In combined laccase and xylanase treatments, the effect of laccase was predominant, especially at low xylanase dosage, but when xylanase was added to flour dough at high concentrations, the hardening effect of laccase on dough was decreased. In combined laccase and xylanase treatments in gluten doughs, similar decreases in laccase-mediated hardening were not seen.
",SELINHEIMO 2006,Journal of Cereal Science,43,,152-159,2006-12-06 15:05:51 UTC,2015-04-14 13:50:11 UTC      
389,"Sellappan S., Akoh C.C.",2002,Flavonoids and antioxidant capacity of Georgia-grown Vidalia onions,"Vidalia onion varieties Nirvana, DPS 1032, Yellow 2025, King-Midas, and SBO 133 grown at Vidalia, Georgia, were analyzed for flavonoid content. A high-performance liquid chromatographic (HPLC) method with photodiode array detection was used for quantification. Compounds were analyzed as aglycons after acid hydrolysis with 1.2 M HCl. Identification of each compound was based on comparison of its retention time and UV spectra with those of pure commercial standards. Three major flavonoids, kaempferol, myricetin, and quercetin, were identified and quantified. Quercetin was the major flavonoid (7.70-46.32 mg/100 g fresh weight, FW) present in all varieties, followed by myricetin (2.77-4.13 mg/100 g FW). Minor quantities of kaempferol (1.10-1.98 mg/100 g FW) were also detected. The total polyphenols and Trolox equivalent antioxidant capacity (TEAC) ranged from 73.33 to 180.84 mg/100 g FW and 0.92-1.56 microM TEAC/g FW, respectively. A positive but weaker correlation was obtained for total polyphenols versus antioxidant capacity. Nevertheless, a stronger correlation (r(2) = 0.34) was obtained between flavonoid content versus antioxidant capacity. The data indicate that Vidalia onions are a rich source of quercetin, and they also contain myricetin and kaempferol.",SELLAPPAN 2002_01,Journal of Agricultural and Food Chemistry,50,19,5338-5342,2015-04-13 21:45:25 UTC,2015-04-14 13:50:11 UTC      
210,"Sellappan S., Akoh C.C., Krewer G.",2002,Phenolic compounds and antioxidant capacity of Georgia-grown blueberries and blackberries,"Blueberries and blackberries grown at various locations in Georgia were collected and analyzed for flavonoids, total anthocyanins, total polyphenols, and Trolox-equivalent antioxidant capacity (TEAC). Each sample was analyzed for phenolic acids (gallic acid, p-hydroxybenzoic acid, caffeic acid, ferulic acid, and ellagic acid) and flavonoids (catechin, epicatechin, myricetin, quercetin, and kaempferol). A high-performance liquid chromatographic (HPLC) method with photodiode array detection was used for analysis. Compounds were analyzed as aglycons after acid hydrolysis with 1.2 M HCl. Identification of each compound was based on retention time and UV spectra by comparison with pure commercial standards. Phenolic acids ranged from 0.19 to 258.90 mg/100 g fresh weight (FW), and flavonoids ranged from 2.50 to 387.48 mg/100 g FW. Total polyphenols ranged from 261.95 to 929.62 mg/100 g FW, and total anthocyanins ranged from 12.70 to 197.34 mg/100 g FW. TEAC values varied from 8.11 to a maximum of 38.29 microM/g FW. A linear relationship was observed between TEAC values and total polyphenols or total anthocyanins. The data indicate that blueberries and blackberries are rich sources of antioxidants.",SELLAPPAN 2002_02,Journal of Agricultural and Food Chemistry,50,8,2432-2438,2015-04-13 21:45:24 UTC,2015-04-14 13:50:11 UTC      
714,"Selvaggini R., Servili M., Urbani S., Esposto S., Taticchi A., Montedoro G.",2006,Evaluation of phenolic compounds in virgin olive oil by direct injection in high-performance liquid chromatography with fluorometric detection,"Hydrophilic phenols are the most abundant natural antioxidants of virgin olive oil (VOO), in which tocopherols and carotenes are also present. The prevalent classes of hydrophilic phenols found in VOO are phenyl alcohols, phenolic acids, secoiridoids such as the dialdehydic form of decarboxymethyl elenolic acid linked to (3,4-dihydroxyphenyl)ethanol or (p-hydroxypheny1)ethanol (3,4-DHPEA-EDA or p-HPEA-EDA) and an isomer of the oleuropein aglycon (3,4-DHPEA-EA), lignans such as (+)-1-acetoxypinoresinol and (+)-pinoresinol, and flavonoids. A new method for the analysis of VOO hydrophilic phenols by direct injection in high-performance liquid chromatography (HPLC) with the use of a fluorescence detector (FLD) has been proposed and compared with the traditional liquid-liquid extraction technique followed by the HPLC analysis utilizing a diode array detector (DAD) and a FLD. Results show that the most important classes of phenolic compounds occurring in VOO can be evaluated using HPLC direct injection. The efficiency of the new method, as compared to the liquid-liquid extraction, was higher to quantify phenyl alcohols, lignans, and 3,4-DHPEA-EA and lower for the evaluation of 3,4-DHPEA-EDA and p-HPEA-EDA.",SELVAGGINI 2006,Journal of Agricultural and Food Chemistry,54,,2832-2838,2007-06-11 09:33:17 UTC,2015-04-14 13:50:12 UTC      
500,"Sensoy I., Rosen R.T., Ho C.-T., Karwe M.V.",2006,Effect of processing on buckwheat phenolics and antioxidant activity,"The effect of processing on functional compounds in buckwheat was investigated. Extractions of buckwheat flour were carried out before and after roasting or extrusion. Folin–Ciocalteu assays indicated that processing did not cause any change in total phenolic content in buckwheat flour. Roasted (200 °C, 10 min) dark buckwheat flour exhibited an increase in non-polar compounds as well as polar compounds whereas extrusion exhibited increase only in polar compounds. Antioxidant activity test (DPPH) showed that roasting at 200 °C for 10 min decreased the antioxidant activity slightly whereas extrusion (170 °C) did not cause any change. The results suggest that processing conditions can be optimized to retain the health promoting compounds in buckwheat products.
",SENSOY 2006,Food Chemistry,99,,388-393,2015-04-13 21:45:26 UTC,2015-04-13 21:45:26 UTC      
1260,"Sentandreu E., Navarro J.L., Sendra J.M.",2007,"Effect of technological processes and storage on flavonoids content and total, cumulative fast-kinetics and cumulative slow-kinetics antiradical activities of citrus juices","Juices from the mandarin Clemenules (Citrus clementina Hort. ex Tan.), the tangor Ortanique (Citrus reticulata Blanco × Citrus sinensis Osb.) and the sweet orange Valencia Late (Citrus sinensis) have been industrially squeezed, pasteurized, concentrated and stored under refrigeration (4 °C) and at room temperature (20 °C). After each process, the flavanone-7-O-glycosides (FGs) and fully methoxylated flavones (FMFs) contents as well as total, cumulative fast-kinetics and cumulative slow-kinetics antiradical activities were determined and compared with those from the corresponding fresh hand-squeezed juices. Neither industrial-squeezing, nor pasteurization or concentration significantly affected FGs and FMFs contents and antiradical activities of assayed juices. Storage caused a slight decrease of the FMFs contents but a significant reduction of both soluble hesperidin contents and cumulative fast-kinetics antiradical activities in all assayed juices. These decreases were dependent on storage temperature. Characteristic values of the varietal characterization parameters, which are derived from the FMFs contents and antiradical activities of fresh hand-squeezed juices, held valid for industrially squeezed, pasteurized and concentrated juices. After storage, however, only the FMFs-derived varietal characterization parameters and cumulative slow-kinetics antiradical activity remained valid for the resulting juices.

",SENTANDREU 2007,European Food Research and Technology,225,2025-06-05 00:00:00,905-912,2012-12-01 22:21:08 UTC,2015-04-13 21:45:31 UTC      
194,"Senter S.D., Robertson J.A., Meredith F.I.",1989,Phenolic compounds of the mesocarp of Cresthaven peaches during storage and ripening,"Prominent phenolic compounds in the mesocarp of Cresthaven peaches are chlorogenic acid, a caffeoyl derivative, epicatechin, catechin, and cyanidin. Trace amounts of p‐hydroxyphenylacetic, gallic, gentisic, and protocatechuic acids, quercetin, myricetin, and delphinidin are also present. Little change occurs in the quantities of these compounds in immature, threshhold mature and mature fruit during storage at 0°C with subsequent ripening at 20°C. HPLC analysis determined that small but significant changes occur in the quantities of epicatechin in the threshold mature and mature fruit during storage and in the quantities of cyanidin in the immature fruit. Changes in the degree of polymerization of these compounds did not vary as determined by vanillin‐leucoanthocyanidin ratios.
",SENTER 1989,Journal of Food Science,54,5,1259-1260,2004-02-12 10:13:35 UTC,2015-04-13 21:45:24 UTC      
